,prod_id,path,content_id,sub_path
0,ABW-135,X:\JAV\ABW\ABW-135.mp4,,
1,AVOP-423,X:\JAV\AVOP\AVOP-423.mp4,avop00423,X:\JAV\AVOP\AVOP-423.srt
2,BAB-032,D:\NAS_Data3\[download]\JAV\BAB-032.mp4,bab00032,
3,CAWD-268,D:\NAS_Data3\[download]\JAV\CAWD-268.mp4,cawd00268,
4,CHRV-142,D:\NAS_Data3\[download]\JAV\CHRV-142.mp4,chrv00142,
5,DNJR-059,D:\NAS_Data3\[download]\JAV\DNJR-059.mp4,dnjr00059,
6,FSDSS-026,X:\JAV\FSDSS-026.mp4,1fsdss00026,X:\JAV\FSDSS-026.srt
7,HMN-030,D:\NAS_Data3\[download]\JAV\HMN-030.mp4,hmn00030,
8,IPZ-718,X:\JAV\IPZ-718.wmv,ipz00718,X:\JAV\IPZ-718.smi
9,JUFD-977,X:\JAV\JUFD-977.mp4,jufd00977,
10,JUFE-335,D:\NAS_Data3\[download]\JAV\JUFE-335.mp4,jufe00335,
11,MIAA-323,X:\JAV\MIAA-323.mp4,miaa00323,
12,MIFD-171,D:\NAS_Data3\[download]\JAV\MIFD-171.mp4,mifd00171,
13,SUPA-160,D:\NAS_Data3\[download]\JAV\SUPA-160.mkv,,
14,VRTM-492,D:\NAS_Data3\[download]\JAV\VRTM-492.mp4,,
15,ABP-016,X:\JAV\ABP\ABP-016.avi,118abp00016,
16,ABP-051,X:\JAV\ABP\ABP-051.wmv,118abp00051,
17,ABP-073,X:\JAV\ABP\ABP-073.wmv,118abp00073,
18,ABP-083,X:\JAV\ABP\ABP-083.wmv,118abp00083,X:\JAV\ABP\ABP-083.smi
19,ABP-108,X:\JAV\ABP\ABP-108.wmv,118abp00108,X:\JAV\ABP\ABP-108.srt
20,ABP-119,X:\JAV\ABP\ABP-119.wmv,118abp00119,X:\JAV\ABP\ABP-119.srt
21,ABP-138,X:\JAV\ABP\ABP-138.wmv,118abp00138,
22,ABP-145,X:\JAV\ABP\ABP-145.wmv,118abp00145,
23,ABP-149,X:\JAV\ABP\ABP-149.wmv,118abp00149,X:\JAV\ABP\ABP-149.smi
24,ABP-159,X:\JAV\ABP\ABP-159.mkv,118abp00159,
25,ABP-163,X:\JAV\ABP\ABP-163.wmv,,
26,ABP-171,X:\JAV\ABP\ABP-171.mkv,118abp00171,X:\JAV\ABP\ABP-171.smi
27,ABP-178,X:\JAV\ABP\ABP-178.mkv,118abp00178,
28,ABP-186,X:\JAV\ABP\ABP-186.wmv,118abp00186,
29,ABP-197,X:\JAV\ABP\ABP-197.wmv,118abp00197,X:\JAV\ABP\ABP-197.smi
30,ABP-202,X:\JAV\ABP\ABP-202.mkv,118abp00202,
31,ABP-210,X:\JAV\ABP\ABP-210.wmv,118abp00210,
32,ABP-228,X:\JAV\ABP\ABP-228.mp4,118abp00228,
33,ABP-229,X:\JAV\ABP\ABP-229.mkv,118abp00229,X:\JAV\ABP\ABP-229.smi
34,ABP-251,X:\JAV\ABP\ABP-251.mp4,118abp00251,X:\JAV\ABP\ABP-251.smi
35,ABP-254,X:\JAV\ABP\ABP-254.wmv,118abp00254,X:\JAV\ABP\ABP-254.smi
36,ABP-277,X:\JAV\ABP\ABP-277.mp4,118abp00277,
37,ABP-289,X:\JAV\ABP\ABP-289.wmv,118abp00289,
38,ABP-291,X:\JAV\ABP\ABP-291.mp4,118abp00291,
39,ABP-303,X:\JAV\ABP\ABP-303.mp4,118abp00303,
40,ABP-308,X:\JAV\ABP\ABP-308.avi,118abp00308,
41,ABP-312,X:\JAV\ABP\ABP-312.mp4,118abp00312,
42,ABP-312B,X:\JAV\ABP\ABP-312B.mp4,,
43,ABP-315,X:\JAV\ABP\ABP-315.mkv,118abp00315,
44,ABP-319,X:\JAV\ABP\ABP-319.mkv,118abp00319,
45,ABP-325,X:\JAV\ABP\ABP-325.mkv,118abp00325,
46,ABP-326,X:\JAV\ABP\ABP-326.mkv,118abp00326,
47,ABP-331,X:\JAV\ABP\ABP-331.avi,118abp00331,
48,ABP-333,X:\JAV\ABP\ABP-333.mp4,118abp00333,
49,ABP-352,X:\JAV\ABP\ABP-352.avi,118abp00352,
50,ABP-371,X:\JAV\ABP\ABP-371.mkv,118abp00371,X:\JAV\ABP\ABP-371.smi
51,ABP-377,X:\JAV\ABP\ABP-377.avi,118abp00377,
52,ABP-382,X:\JAV\ABP\ABP-382.mkv,118abp00382,
53,ABP-383,X:\JAV\ABP\ABP-383.mkv,118abp00383,
54,ABP-392,X:\JAV\ABP\ABP-392.mkv,118abp00392,
55,ABP-398,X:\JAV\ABP\ABP-398.mp4,118abp00398,
56,ABP-415,X:\JAV\ABP\ABP-415.avi,118abp00415,
57,ABP-421,X:\JAV\ABP\ABP-421.mkv,118abp00421,
58,ABP-469,X:\JAV\ABP\ABP-469.mp4,118abp00469,
59,ABP-494,X:\JAV\ABP\ABP-494.avi,118abp00494,
60,ABP-509,X:\JAV\ABP\ABP-509.avi,118abp00509,
61,ABP-525,X:\JAV\ABP\abp-525.mp4,118abp00525,
62,ABP-532,X:\JAV\ABP\ABP-532.mkv,118abp00532,
63,ABP-539,X:\JAV\ABP\ABP-539.mp4,118abp00539,
64,ABP-542,X:\JAV\ABP\ABP-542.mp4,118abp00542,
65,ABP-543,X:\JAV\ABP\ABP-543.mp4,118abp00543,X:\JAV\ABP\ABP-543.srt
66,ABP-551,X:\JAV\ABP\ABP-551.mp4,118abp00551,
67,ABP-554,X:\JAV\ABP\ABP-554.mp4,118abp00554,X:\JAV\ABP\ABP-554.srt
68,ABP-567,X:\JAV\ABP\ABP-567.mp4,118abp00567,
69,ABP-580,X:\JAV\ABP\ABP-580.mkv,118abp00580,
70,ABP-585,X:\JAV\ABP\ABP-585.mkv,118abp00585,
71,ABP-594,X:\JAV\ABP\ABP-594.mkv,118abp00594,X:\JAV\ABP\ABP-594.smi
72,ABP-603,X:\JAV\ABP\ABP-603.mkv,118abp00603,
73,ABP-621,X:\JAV\ABP\ABP-621.mkv,118abp00621,
74,ABP-629,X:\JAV\ABP\ABP-629.mp4,118abp00629,
75,ABP-644,X:\JAV\ABP\ABP-644.mp4,118abp00644,
76,ABP-684,X:\JAV\ABP\ABP-684.mkv,118abp00684,X:\JAV\ABP\ABP-684.smi
77,ABP-686,X:\JAV\ABP\ABP-686.mp4,118abp00686,
78,ABP-690,X:\JAV\ABP\ABP-690.mkv,118abp00690,
79,ABP-703,X:\JAV\ABP\ABP-703.mkv,118abp00703,
80,ABP-709,X:\JAV\ABP\ABP-709.mkv,118abp00709,
81,ABP-713,X:\JAV\ABP\ABP-713.mp4,118abp00713,X:\JAV\ABP\ABP-713.srt
82,ABP-719,X:\JAV\ABP\ABP-719.mp4,118abp00719,
83,ABP-724,X:\JAV\ABP\ABP-724.mkv,118abp00724,
84,ABP-742,X:\JAV\ABP\ABP-742.mp4,118abp00742,
85,ABP-742B,X:\JAV\ABP\ABP-742B.mp4,,
86,ABP-761,X:\JAV\ABP\ABP-761.mp4,118abp00761,
87,ABP-773,X:\JAV\ABP\ABP-773.mp4,118abp00773,
88,ABP-806,X:\JAV\ABP\ABP-806.mp4,118abp00806,X:\JAV\ABP\ABP-806.srt
89,ABP-821,X:\JAV\ABP\ABP-821.mp4,118abp00821,
90,ABP-838,X:\JAV\ABP\ABP-838.mp4,118abp00838,
91,ABP-849,X:\JAV\ABP\ABP-849.mp4,118abp00849,
92,ABP-859,X:\JAV\ABP\ABP-859.mp4,118abp00859,
93,ABP-868,X:\JAV\ABP\ABP-868.mp4,118abp00868,
94,ABP-889,X:\JAV\ABP\ABP-889.mp4,118abp00889,X:\JAV\ABP\ABP-889.srt
95,ABP-897,X:\JAV\ABP\ABP-897.mp4,118abp00897,
96,ABP-901,X:\JAV\ABP\ABP-901.mp4,118abp00901,
97,ABP-908,X:\JAV\ABP\ABP-908.mp4,118abp00908,
98,ABP-910,X:\JAV\ABP\ABP-910.mp4,118abp00910,
99,ABP-912,X:\JAV\ABP\ABP-912.mp4,118abp00912,
100,ABP-919,X:\JAV\ABP\ABP-919.mp4,118abp00919,X:\JAV\ABP\ABP-919.smi
101,ABP-933,X:\JAV\ABP\ABP-933.mp4,118abp00933,
102,ABP-968,X:\JAV\ABP\ABP-968.mp4,118abp00968,
103,ABP-974,X:\JAV\ABP\ABP-974.mp4,118abp00974,X:\JAV\ABP\ABP-974.srt
104,ABP-984,X:\JAV\ABP\ABP-984.mp4,118abp00984,X:\JAV\ABP\ABP-984.srt
105,ABP-991,X:\JAV\ABP\ABP-991.mp4,118abp00991,X:\JAV\ABP\ABP-991.srt
106,ABS-127,X:\JAV\ABS\ABS-127.avi,118abs00127,
107,ABS-139,X:\JAV\ABS\ABS-139.avi,118abs00139,
108,ABS-167,X:\JAV\ABS\ABS-167.mp4,118abs00167,X:\JAV\ABS\ABS-167.smi
109,ABS-191,X:\JAV\ABS\ABS-191.avi,118abs00191,
110,ABS-204,X:\JAV\ABS\ABS-204.avi,118abs00204,
111,ABS-224,X:\JAV\ABS\ABS-224.mp4,118abs00224,
112,ABW-013,X:\JAV\ABW\ABW-013.mp4,118abw00013,
113,ABW-022,X:\JAV\ABW\ABW-022.mp4,118abw00022,X:\JAV\ABW\ABW-022.srt
114,ABW-084,X:\JAV\ABW\ABW-084.mp4,,
115,ADN-039,X:\JAV\ADN\ADN-039.avi,adn00039,X:\JAV\ADN\ADN-039.smi
116,ADN-046,X:\JAV\ADN\ADN-046.mkv,adn00046,X:\JAV\ADN\ADN-046.smi
117,AKA-024,X:\JAV\AKA\AKA-024.mkv,118aka00024,
118,AKA-047,X:\JAV\AKA\AKA-047.mkv,118aka00047,
119,ALD-809 B,X:\JAV\ALD\ALD-809 B.mp4,,
120,ALD-809,X:\JAV\ALD\ALD-809.mp4,ald00809,
121,ALD-815,X:\JAV\ALD\ALD-815.mp4,ald00815,
122,APAK-088,X:\JAV\APAK\APAK-088.mkv,apak00088,
123,APAK-100,X:\JAV\APAK\APAK-100.wmv,apak00100,
124,APAK-114,X:\JAV\APAK\APAK-114.mkv,apak00114,
125,APAK-142,X:\JAV\APAK\APAK-142.avi,apak00142,
126,APAK-158,X:\JAV\APAK\APAK-158.mkv,apak00158,
127,APKH-016,X:\JAV\APKH\APKH-016.mp4,apkh00016,
128,APKH-096,X:\JAV\APKH\APKH-096.mp4,apkh00096,
129,APNS-032,X:\JAV\APNS\APNS-032.ts,apns00032,
130,APNS-041,X:\JAV\APNS\APNS-041.mkv,apns00041,
131,APNS-073,X:\JAV\APNS\APNS-073.mp4,apns00073,
132,APNS-114,X:\JAV\APNS\APNS-114.mp4,apns00114,
133,APNS-115,X:\JAV\APNS\APNS-115.mp4,apns00115,
134,APNS-121,X:\JAV\APNS\APNS-121.mp4,apns00121,
135,APNS-122,X:\JAV\APNS\APNS-122.mp4,apns00122,
136,APNS-134,X:\JAV\APNS\APNS-134.mp4,apns00134,
137,APNS-147,X:\JAV\APNS\APNS-147.mp4,apns00147,
138,APNS-237,X:\JAV\APNS\APNS-237.mp4,apns00237,
139,AVOP-008,X:\JAV\AVOP\AVOP-008.avi,118avop00008,
140,AVOP-102,X:\JAV\AVOP\AVOP-102.mp4,1avop00102,
141,AVOP-119,X:\JAV\AVOP\AVOP-119.mkv,,
142,AVOP-125,X:\JAV\AVOP\AVOP-125.mp4,avop00125,X:\JAV\AVOP\AVOP-125.smi
143,AVOP-126,X:\JAV\AVOP\AVOP-126.avi,1avop00126,X:\JAV\AVOP\AVOP-126.smi
144,AVOP-127,X:\JAV\AVOP\AVOP-127.mp4,avop00127,X:\JAV\AVOP\AVOP-127.srt
145,AVOP-166,X:\JAV\AVOP\AVOP-166.mkv,avop00166,
146,AVOP-210,X:\JAV\AVOP\AVOP-210.wmv,avop00210,
147,AVOP-212,X:\JAV\AVOP\AVOP-212.mp4,avop00212,
148,AVOP-232,X:\JAV\AVOP\AVOP-232.mkv,avop00232,
149,AVOP-303,X:\JAV\AVOP\AVOP-303.mkv,avop00303,
150,AVOP-309,X:\JAV\AVOP\AVOP-309.mp4,avop00309,
151,AVOP-314,X:\JAV\AVOP\AVOP-314.mkv,avop00314,
152,AVOP-348,X:\JAV\AVOP\AVOP-348.mkv,avop00348,
153,BF-243,X:\JAV\BF\BF-243.mp4,bf00243,
154,BF-494,X:\JAV\BF\BF-494.mkv,bf00494,
155,BF-511,X:\JAV\BF\BF-511.mkv,bf00511,
156,BF-530,X:\JAV\BF\BF-530.mkv,bf00530,
157,BF-531,X:\JAV\BF\BF-531.mp4,bf00531,X:\JAV\BF\BF-531.smi
158,BF-576,X:\JAV\BF\BF-576.mp4,bf00576,
159,BF-582,X:\JAV\BF\BF-582.mp4,bf00582,
160,CAWD-020,X:\JAV\CAWD\CAWD-020.mp4,cawd00020,X:\JAV\CAWD\CAWD-020.srt
161,CAWD-099,X:\JAV\CAWD\CAWD-099.mp4,cawd00099,
162,CAWD-279,X:\JAV\CAWD\CAWD-279.mp4,cawd00279,
163,CHN-037,X:\JAV\CHN\CHN-037.wmv,118chn00037,
164,CHN-059,X:\JAV\CHN\CHN-059.wmv,118chn00059,
165,CHN-064,X:\JAV\CHN\CHN-064.wmv,118chn00064,X:\JAV\CHN\CHN-064.smi
166,CHN-069,X:\JAV\CHN\CHN-069.mp4,118chn00069,
167,CHN-104,X:\JAV\CHN\CHN-104.mp4,118chn00104,
168,CHN-111,X:\JAV\CHN\CHN-111.mp4,118chn00111,X:\JAV\CHN\CHN-111.srt
169,CHN-174,X:\JAV\CHN\CHN-174.mp4,118chn00174,X:\JAV\CHN\CHN-174.smi
170,CJOD-100,X:\JAV\CJOD\CJOD-100.mp4,cjod00100,
171,CJOD-124,X:\JAV\CJOD\CJOD-124.mp4,cjod00124,
172,CJOD-149,X:\JAV\CJOD\CJOD-149.mp4,,
173,CJOD-196,X:\JAV\CJOD\CJOD-196.mp4,cjod00196,
174,CJOD-201,X:\JAV\CJOD\CJOD-201.wmv,cjod00201,
175,CJOD-205,X:\JAV\CJOD\CJOD-205.mp4,cjod00205,
176,CJOD-247,X:\JAV\CJOD\CJOD-247.mp4,cjod00247,
177,CJOD-278,X:\JAV\CJOD\CJOD-278.mp4,cjod00278,
178,CJOD-307,X:\JAV\CJOD\CJOD-307.mp4,cjod00307,
179,CJOD-308,X:\JAV\CJOD\CJOD-308.mp4,cjod00308,
180,CND-017,X:\JAV\CND\CND-017.wmv,cnd00017,
181,CND-025,X:\JAV\CND\CND-025.wmv,cnd00025,
182,CND-031,X:\JAV\CND\CND-031.mp4,cnd00031,
183,CND-037,X:\JAV\CND\CND-037.wmv,cnd00037,
184,CND-037B,X:\JAV\CND\CND-037B.wmv,,
185,CORE-042,X:\JAV\CORE-042.mp4,core00042,
186,COSQ-029,X:\JAV\COSQ-029.mp4,cosq00029,X:\JAV\COSQ-029.smi
187,CWM-221,X:\JAV\CWM-221.avi,2cwm00221,
188,DANDY-729,X:\JAV\DANDY-729.mp4,1dandy00729,
189,DASD-276,X:\JAV\DASD\DASD-276.mp4,dasd00276,
190,DASD-293,X:\JAV\DASD\DASD-293.mkv,dasd00293,
191,DASD-304,X:\JAV\DASD\DASD-304.mkv,dasd00304,
192,DASD-321,X:\JAV\DASD\DASD-321.mp4,dasd00321,
193,DASD-409,X:\JAV\DASD\DASD-409.mp4,dasd00409,X:\JAV\DASD\DASD-409.smi
194,DASD-468,X:\JAV\DASD\DASD-468.mp4,dasd00468,
195,DASD-558,X:\JAV\DASD\DASD-558.mp4,dasd00558,
196,DASD-623,X:\JAV\DASD\DASD-623.mp4,dasd00623,X:\JAV\DASD\DASD-623.srt
197,DASD308,X:\JAV\DASD\DASD308.mkv,,
198,DCOL-017,X:\JAV\DCOL-017.avi,dcol00017,
199,DCOL-057,X:\JAV\DCOL-057.avi,,
200,DCOL-069,X:\JAV\DCOL-069.wmv,dcol00069,
201,DCOL-071,X:\JAV\DCOL-071.avi,dcol00071,
202,DDK-123,X:\JAV\DDK-123.mp4,ddk00123,
203,DDT-263,X:\JAV\DDT-263.wmv,ddt00263,
204,DDT-508,X:\JAV\DDT-508.mkv,ddt00508,
205,DGL-018,X:\JAV\DGL-018.wmv,dgl00018,
206,DGL-028,X:\JAV\DGL-028.mp4,dgl00028,
207,DGL-041,X:\JAV\DGL-041.avi,dgl00041,
208,DGL-071,X:\JAV\DGL-071.wmv,dgl00071,X:\JAV\DGL-071.smi
209,DIC-021,X:\JAV\DIC-021.mp4,118dic00021,
210,DMDG-018,X:\JAV\DMDG-018.mp4,dmdg00018,
211,DNJR-010,X:\JAV\DNJR-010.mp4,dnjr00010,
212,DOCP-056,X:\JAV\DOCP-056.mp4,118docp00056,
213,DOCP-130,X:\JAV\DOCP-130.mp4,118docp00130,
214,DOCP-184,X:\JAV\DOCP-184.mp4,118docp00184,
215,DOCP-202,X:\JAV\DOCP-202.mp4,118docp00202,
216,DOM-045,X:\JAV\DOM-045.wmv,118dom00045,X:\JAV\DOM-045.smi
217,DV-1456,X:\JAV\DV-1456.avi,53dv01456,
218,DV-1466,X:\JAV\DV-1466.wmv,53dv01466,
219,DV-1522,X:\JAV\DV-1522.mp4,53dv01522,
220,DV-1541,X:\JAV\DV-1541.mp4,53dv01541,
221,DV-1633,X:\JAV\DV-1633.avi,53dv01633,
222,DV-1682,X:\JAV\DV-1682.wmv,53dv01682,
223,DVAJ-0053,X:\JAV\DVAJ-0053.avi,,
224,DVAJ-153,X:\JAV\DVAJ-153.mp4,dvaj00153,
225,DVDMS-057,X:\JAV\DVDMS-057.mp4,dvdms00057,
226,DVDMS-362,X:\JAV\DVDMS-362.mp4,dvdms00362,
227,DVDMS-502,X:\JAV\DVDMS-502.mp4,dvdms00502,
228,DWD-109,X:\JAV\DWD-109.mp4,dwd00109,
229,EBOD-386,X:\JAV\EBOD\EBOD-386.mkv,ebod00386,
230,EBOD-429,X:\JAV\EBOD\EBOD-429.wmv,ebod00429,X:\JAV\EBOD\EBOD-429.smi
231,EBOD-433,X:\JAV\EBOD\EBOD-433.avi,ebod00433,
232,EBOD-446,X:\JAV\EBOD\EBOD-446.mkv,ebod00446,
233,EBOD-454,X:\JAV\EBOD\EBOD-454.mp4,ebod00454,
234,EBOD-467,X:\JAV\EBOD\EBOD-467.mkv,ebod00467,
235,EBOD-500,X:\JAV\EBOD\EBOD-500.mkv,ebod00500,
236,EBOD-511,X:\JAV\EBOD\EBOD-511.mp4,ebod00511,
237,EBOD-571,X:\JAV\EBOD\EBOD-571.mkv,ebod00571,X:\JAV\EBOD\EBOD-571.smi
238,EBOD-683,X:\JAV\EBOD\EBOD-683.mp4,ebod00683,
239,EBOD-688,X:\JAV\EBOD\EBOD-688.mp4,ebod00688,
240,EBOD-707,X:\JAV\EBOD\EBOD-707.mp4,ebod00707,
241,EBOD-795,X:\JAV\EBOD\EBOD-795.mp4,ebod00795,
242,EBOD-843,X:\JAV\EBOD\EBOD-843.mp4,ebod00843,
243,ECR-0073,X:\JAV\ECR-0073.mkv,,
244,EDD-202,X:\JAV\EDD-202.mkv,118edd00202,X:\JAV\EDD-202.smi
245,EDD-218,X:\JAV\EDD-218.avi,118edd00218,X:\JAV\EDD-218.smi
246,EKDV-183,X:\JAV\EKDV-183.avi,49ekdv00183,
247,EKDV-315,X:\JAV\EKDV-315.wmv,49ekdv00315,
248,EKDV-470,X:\JAV\EKDV-470.mkv,49ekdv00470,
249,EKDV-582,X:\JAV\EKDV-582.mp4,49ekdv00582,
250,ESK-247,X:\JAV\ESK-247.mkv,118esk00247,
251,ESK-296,X:\JAV\ESK-296.mp4,118esk00296,
252,AGEMIX-382,X:\JAV\ETC\AGEMIX-382.mp4,,
253,APAA-258,X:\JAV\ETC\APAA-258.wmv,apaa00258,
254,ARA-014,X:\JAV\ETC\ARA-014.avi,28ara00014,
255,ARBB-028,X:\JAV\ETC\ARBB-028.mp4,,
